fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2006-07,57,0.203978630403883,,FALSE,0.0289786304038827,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 57
Avg. tax rate (03-04 = 0): 2.9"
2007-08,57,0.18209064513158,,FALSE,0.00709064513157995,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 57
Avg. tax rate (03-04 = 0): 0.71"
2008-09,57,0.157429237849349,,FALSE,-0.0175707621506514,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 57
Avg. tax rate (03-04 = 0): -1.76"
2009-10,57,0.149907972332885,,FALSE,-0.0250920276671148,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 57
Avg. tax rate (03-04 = 0): -2.51"
2010-11,57,0.145258339597509,,FALSE,-0.029741660402491,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 57
Avg. tax rate (03-04 = 0): -2.97"
2011-12,57,0.148791755621238,,FALSE,-0.0262082443787622,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 57
Avg. tax rate (03-04 = 0): -2.62"
2012-13,57,0.133629600863321,,FALSE,-0.041370399136679,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 57
Avg. tax rate (03-04 = 0): -4.14"
2013-14,57,0.133188307547656,,FALSE,-0.0418116924523436,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 57
Avg. tax rate (03-04 = 0): -4.18"
2014-15,57,0.138767791507551,,FALSE,-0.0362322084924491,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 57
Avg. tax rate (03-04 = 0): -3.62"
2015-16,57,0.138391372265752,,FALSE,-0.0366086277342479,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 57
Avg. tax rate (03-04 = 0): -3.66"
2018-19,57,0.18,Baseline,FALSE,0.005,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 57
Avg. tax rate (03-04 = 0): 0.5"
2018-19,57,0.17,Budget2018,FALSE,-0.00499999999999998,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 57
Avg. tax rate (03-04 = 0): -0.5"
2027-28,57,0.221,Baseline,FALSE,0.046,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 57
Avg. tax rate (03-04 = 0): 4.6"
2027-28,57,0.206,Budget2018,FALSE,0.031,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 57
Avg. tax rate (03-04 = 0): 3.1"
2003-04,58,0.22562616380565,,FALSE,0.0466261638056504,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 58
Avg. tax rate (03-04 = 0): 4.66"
2004-05,58,0.22575418795691,,FALSE,0.0467541879569096,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 58
Avg. tax rate (03-04 = 0): 4.68"
2005-06,58,0.2177136987103,,FALSE,0.0387136987102996,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 58
Avg. tax rate (03-04 = 0): 3.87"
2006-07,58,0.20619775520276,,FALSE,0.0271977552027596,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 58
Avg. tax rate (03-04 = 0): 2.72"
2007-08,58,0.185284321379255,,FALSE,0.00628432137925472,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 58
Avg. tax rate (03-04 = 0): 0.63"
2008-09,58,0.16168506394902,,FALSE,-0.0173149360509801,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 58
Avg. tax rate (03-04 = 0): -1.73"
2009-10,58,0.154148395813293,,FALSE,-0.0248516041867067,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 58
Avg. tax rate (03-04 = 0): -2.49"
2010-11,58,0.149849202011322,,FALSE,-0.0291507979886775,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 58
Avg. tax rate (03-04 = 0): -2.92"
2011-12,58,0.152840212177794,,FALSE,-0.026159787822206,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 58
Avg. tax rate (03-04 = 0): -2.62"
2012-13,58,0.138176832975095,,FALSE,-0.0408231670249054,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 58
Avg. tax rate (03-04 = 0): -4.08"
2013-14,58,0.137817251831988,,FALSE,-0.041182748168012,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 58
Avg. tax rate (03-04 = 0): -4.12"
2014-15,58,0.143329248012162,,FALSE,-0.0356707519878385,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 58
Avg. tax rate (03-04 = 0): -3.57"
2015-16,58,0.142982093715883,,FALSE,-0.0360179062841166,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 58
Avg. tax rate (03-04 = 0): -3.6"
2018-19,58,0.183,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 58
Avg. tax rate (03-04 = 0): 0.4"
2018-19,58,0.174,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 58
Avg. tax rate (03-04 = 0): -0.5"
2027-28,58,0.224,Baseline,FALSE,0.045,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 58
Avg. tax rate (03-04 = 0): 4.5"
2027-28,58,0.208,Budget2018,FALSE,0.029,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 58
Avg. tax rate (03-04 = 0): 2.9"
2003-04,59,0.227333257211976,,FALSE,0.0443332572119764,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 59
Avg. tax rate (03-04 = 0): 4.43"
2004-05,59,0.227849713397875,,FALSE,0.0448497133978746,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 59
Avg. tax rate (03-04 = 0): 4.48"
2005-06,59,0.220487408188473,,FALSE,0.0374874081884729,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 59
Avg. tax rate (03-04 = 0): 3.75"
2006-07,59,0.208702967013394,,FALSE,0.0257029670133941,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 59
Avg. tax rate (03-04 = 0): 2.57"
2007-08,59,0.188862440184403,,FALSE,0.00586244018440324,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 59
Avg. tax rate (03-04 = 0): 0.59"
2008-09,59,0.16496935677785,,FALSE,-0.0180306432221501,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 59
Avg. tax rate (03-04 = 0): -1.8"
2009-10,59,0.157318551122921,,FALSE,-0.0256814488770786,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 59
Avg. tax rate (03-04 = 0): -2.57"
2010-11,59,0.153826111729809,,FALSE,-0.0291738882701914,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 59
Avg. tax rate (03-04 = 0): -2.92"
2011-12,59,0.157008925607042,,FALSE,-0.0259910743929584,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 59
Avg. tax rate (03-04 = 0): -2.6"
2012-13,59,0.142330797921588,,FALSE,-0.0406692020784117,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 59
Avg. tax rate (03-04 = 0): -4.07"
2013-14,59,0.142429352646153,,FALSE,-0.0405706473538475,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 59
Avg. tax rate (03-04 = 0): -4.06"
2014-15,59,0.147822897054051,,FALSE,-0.0351771029459494,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 59
Avg. tax rate (03-04 = 0): -3.52"
2015-16,59,0.14744568382674,,FALSE,-0.0355543161732596,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 59
Avg. tax rate (03-04 = 0): -3.56"
2018-19,59,0.187,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 59
Avg. tax rate (03-04 = 0): 0.4"
2018-19,59,0.177,Budget2018,FALSE,-0.00600000000000001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 59
Avg. tax rate (03-04 = 0): -0.6"
2027-28,59,0.226,Baseline,FALSE,0.043,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 59
Avg. tax rate (03-04 = 0): 4.3"
2027-28,59,0.211,Budget2018,FALSE,0.028,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 59
Avg. tax rate (03-04 = 0): 2.8"
2003-04,60,0.229325249733278,,FALSE,0.0433252497332782,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 60
Avg. tax rate (03-04 = 0): 4.33"
2004-05,60,0.229049773848653,,FALSE,0.0430497738486526,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 60
Avg. tax rate (03-04 = 0): 4.3"
2005-06,60,0.222389545581731,,FALSE,0.036389545581731,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 60
Avg. tax rate (03-04 = 0): 3.64"
2006-07,60,0.211155549729777,,FALSE,0.0251555497297772,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 60
Avg. tax rate (03-04 = 0): 2.52"
2007-08,60,0.191844956944686,,FALSE,0.00584495694468579,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 60
Avg. tax rate (03-04 = 0): 0.58"
2008-09,60,0.169069856052664,,FALSE,-0.0169301439473356,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 60
Avg. tax rate (03-04 = 0): -1.69"
2009-10,60,0.161871280603654,,FALSE,-0.0241287193963456,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 60
Avg. tax rate (03-04 = 0): -2.41"
2010-11,60,0.156593309100551,,FALSE,-0.0294066908994494,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 60
Avg. tax rate (03-04 = 0): -2.94"
2011-12,60,0.160891605680176,,FALSE,-0.0251083943198239,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 60
Avg. tax rate (03-04 = 0): -2.51"
2012-13,60,0.146801844384342,,FALSE,-0.0391981556156582,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 60
Avg. tax rate (03-04 = 0): -3.92"
2013-14,60,0.1463287198872,,FALSE,-0.0396712801128002,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 60
Avg. tax rate (03-04 = 0): -3.97"
2014-15,60,0.152201471715519,,FALSE,-0.0337985282844806,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 60
Avg. tax rate (03-04 = 0): -3.38"
2015-16,60,0.151810523494494,,FALSE,-0.0341894765055064,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 60
Avg. tax rate (03-04 = 0): -3.42"
2018-19,60,0.191,Baseline,FALSE,0.005,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 60
Avg. tax rate (03-04 = 0): 0.5"
2018-19,60,0.181,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 60
Avg. tax rate (03-04 = 0): -0.5"
2027-28,60,0.229,Baseline,FALSE,0.043,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 60
Avg. tax rate (03-04 = 0): 4.3"
2027-28,60,0.214,Budget2018,FALSE,0.028,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 60
Avg. tax rate (03-04 = 0): 2.8"
2003-04,61,0.231389571749828,,FALSE,0.0413895717498283,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 61
Avg. tax rate (03-04 = 0): 4.14"
2004-05,61,0.231212441109623,,FALSE,0.041212441109623,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 61
Avg. tax rate (03-04 = 0): 4.12"
2005-06,61,0.224050430350765,,FALSE,0.0340504303507649,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 61
Avg. tax rate (03-04 = 0): 3.41"
2006-07,61,0.212927857174452,,FALSE,0.0229278571744523,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 61
Avg. tax rate (03-04 = 0): 2.29"
2007-08,61,0.19491862972867,,FALSE,0.00491862972867016,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 61
Avg. tax rate (03-04 = 0): 0.49"
2008-09,61,0.171862956335637,,FALSE,-0.0181370436643631,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 61
Avg. tax rate (03-04 = 0): -1.81"
2009-10,61,0.165219508211946,,FALSE,-0.0247804917880539,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 61
Avg. tax rate (03-04 = 0): -2.48"
2010-11,61,0.161184523031863,,FALSE,-0.0288154769681367,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 61
Avg. tax rate (03-04 = 0): -2.88"
2011-12,61,0.164709274612481,,FALSE,-0.0252907253875194,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 61
Avg. tax rate (03-04 = 0): -2.53"
2012-13,61,0.150920687880129,,FALSE,-0.0390793121198707,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 61
Avg. tax rate (03-04 = 0): -3.91"
2013-14,61,0.150613446638084,,FALSE,-0.0393865533619162,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 61
Avg. tax rate (03-04 = 0): -3.94"
2014-15,61,0.15631897776545,,FALSE,-0.0336810222345497,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 61
Avg. tax rate (03-04 = 0): -3.37"
2015-16,61,0.156056983355863,,FALSE,-0.0339430166441365,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 61
Avg. tax rate (03-04 = 0): -3.39"
2018-19,61,0.194,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 61
Avg. tax rate (03-04 = 0): 0.4"
2018-19,61,0.185,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 61
Avg. tax rate (03-04 = 0): -0.5"
2027-28,61,0.231,Baseline,FALSE,0.041,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 61
Avg. tax rate (03-04 = 0): 4.1"
2027-28,61,0.217,Budget2018,FALSE,0.027,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 61
Avg. tax rate (03-04 = 0): 2.7"
2003-04,62,0.23234929579333,,FALSE,0.0393492957933303,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 62
Avg. tax rate (03-04 = 0): 3.93"
2004-05,62,0.232404518009403,,FALSE,0.0394045180094031,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 62
Avg. tax rate (03-04 = 0): 3.94"
2005-06,62,0.225983798813516,,FALSE,0.0329837988135155,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 62
Avg. tax rate (03-04 = 0): 3.3"
2006-07,62,0.215193133283367,,FALSE,0.022193133283367,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 62
Avg. tax rate (03-04 = 0): 2.22"
2007-08,62,0.198819538473226,,FALSE,0.00581953847322564,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 62
Avg. tax rate (03-04 = 0): 0.58"
2008-09,62,0.176381816711807,,FALSE,-0.0166181832881933,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 62
Avg. tax rate (03-04 = 0): -1.66"
2009-10,62,0.169033157540241,,FALSE,-0.0239668424597585,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 62
Avg. tax rate (03-04 = 0): -2.4"
2010-11,62,0.165353978058694,,FALSE,-0.0276460219413064,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 62
Avg. tax rate (03-04 = 0): -2.76"
2011-12,62,0.168519039289602,,FALSE,-0.0244809607103982,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 62
Avg. tax rate (03-04 = 0): -2.45"
2012-13,62,0.155313630788668,,FALSE,-0.0376863692113324,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 62
Avg. tax rate (03-04 = 0): -3.77"
2013-14,62,0.154816256121916,,FALSE,-0.0381837438780836,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 62
Avg. tax rate (03-04 = 0): -3.82"
2014-15,62,0.160587730014473,,FALSE,-0.0324122699855268,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 62
Avg. tax rate (03-04 = 0): -3.24"
2015-16,62,0.160289089230421,,FALSE,-0.0327109107695788,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 62
Avg. tax rate (03-04 = 0): -3.27"
2018-19,62,0.197,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 62
Avg. tax rate (03-04 = 0): 0.4"
2018-19,62,0.188,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 62
Avg. tax rate (03-04 = 0): -0.5"
2027-28,62,0.234,Baseline,FALSE,0.041,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 62
Avg. tax rate (03-04 = 0): 4.1"
2027-28,62,0.22,Budget2018,FALSE,0.027,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 62
Avg. tax rate (03-04 = 0): 2.7"
2003-04,63,0.234871682263875,,FALSE,0.0378716822638752,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 63
Avg. tax rate (03-04 = 0): 3.79"
2004-05,63,0.234186820271173,,FALSE,0.0371868202711729,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 63
Avg. tax rate (03-04 = 0): 3.72"
2005-06,63,0.226983987625909,,FALSE,0.0299839876259087,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 63
Avg. tax rate (03-04 = 0): 3"
2006-07,63,0.217012318227442,,FALSE,0.020012318227442,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 63
Avg. tax rate (03-04 = 0): 2"
2007-08,63,0.201526573734619,,FALSE,0.00452657373461859,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 63
Avg. tax rate (03-04 = 0): 0.45"
2008-09,63,0.178324833118866,,FALSE,-0.0186751668811337,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 63
Avg. tax rate (03-04 = 0): -1.87"
2009-10,63,0.173063695672623,,FALSE,-0.0239363043273772,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 63
Avg. tax rate (03-04 = 0): -2.39"
2010-11,63,0.168710402113826,,FALSE,-0.0282895978861737,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 63
Avg. tax rate (03-04 = 0): -2.83"
2011-12,63,0.172236180315429,,FALSE,-0.0247638196845714,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 63
Avg. tax rate (03-04 = 0): -2.48"
2012-13,63,0.159039594340285,,FALSE,-0.0379604056597154,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 63
Avg. tax rate (03-04 = 0): -3.8"
2013-14,63,0.158796086207113,,FALSE,-0.038203913792887,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 63
Avg. tax rate (03-04 = 0): -3.82"
2014-15,63,0.164604017083689,,FALSE,-0.0323959829163107,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 63
Avg. tax rate (03-04 = 0): -3.24"
2015-16,63,0.164322818236238,,FALSE,-0.0326771817637625,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 63
Avg. tax rate (03-04 = 0): -3.27"
2018-19,63,0.201,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 63
Avg. tax rate (03-04 = 0): 0.4"
2018-19,63,0.192,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 63
Avg. tax rate (03-04 = 0): -0.5"
2027-28,63,0.236,Baseline,FALSE,0.039,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 63
Avg. tax rate (03-04 = 0): 3.9"
2027-28,63,0.222,Budget2018,FALSE,0.025,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 63
Avg. tax rate (03-04 = 0): 2.5"
2003-04,64,0.235783893148242,,FALSE,0.0357838931482425,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 64
Avg. tax rate (03-04 = 0): 3.58"
2004-05,64,0.235559301094594,,FALSE,0.0355593010945939,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 64
Avg. tax rate (03-04 = 0): 3.56"
2005-06,64,0.229305223803102,,FALSE,0.0293052238031019,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 64
Avg. tax rate (03-04 = 0): 2.93"
2006-07,64,0.218979970630508,,FALSE,0.0189799706305079,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 64
Avg. tax rate (03-04 = 0): 1.9"
2007-08,64,0.203906237236528,,FALSE,0.00390623723652836,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 64
Avg. tax rate (03-04 = 0): 0.39"
2008-09,64,0.181482227167803,,FALSE,-0.0185177728321971,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 64
Avg. tax rate (03-04 = 0): -1.85"
2009-10,64,0.176654512809756,,FALSE,-0.0233454871902443,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 64
Avg. tax rate (03-04 = 0): -2.33"
2010-11,64,0.173045837546737,,FALSE,-0.0269541624532632,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 64
Avg. tax rate (03-04 = 0): -2.7"
2011-12,64,0.175901934538483,,FALSE,-0.0240980654615175,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 64
Avg. tax rate (03-04 = 0): -2.41"
2012-13,64,0.162973047793753,,FALSE,-0.0370269522062473,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 64
Avg. tax rate (03-04 = 0): -3.7"
2013-14,64,0.162940082315157,,FALSE,-0.0370599176848428,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 64
Avg. tax rate (03-04 = 0): -3.71"
2014-15,64,0.168570651861788,,FALSE,-0.0314293481382116,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 64
Avg. tax rate (03-04 = 0): -3.14"
2015-16,64,0.168311236693001,,FALSE,-0.0316887633069988,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 64
Avg. tax rate (03-04 = 0): -3.17"
2018-19,64,0.204,Baseline,FALSE,0.00399999999999998,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 64
Avg. tax rate (03-04 = 0): 0.4"
2018-19,64,0.195,Budget2018,FALSE,-0.005,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 64
Avg. tax rate (03-04 = 0): -0.5"
2027-28,64,0.239,Baseline,FALSE,0.039,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 64
Avg. tax rate (03-04 = 0): 3.9"
2027-28,64,0.225,Budget2018,FALSE,0.025,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 64
Avg. tax rate (03-04 = 0): 2.5"
2003-04,65,0.237465949872003,,FALSE,0.0344659498720028,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 65
Avg. tax rate (03-04 = 0): 3.45"
2004-05,65,0.237337067801971,,FALSE,0.0343370678019711,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 65
Avg. tax rate (03-04 = 0): 3.43"
2005-06,65,0.23114660781893,,FALSE,0.0281466078189301,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 65
Avg. tax rate (03-04 = 0): 2.81"
2006-07,65,0.22062347990328,,FALSE,0.0176234799032803,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 65
Avg. tax rate (03-04 = 0): 1.76"
2007-08,65,0.206048619370454,,FALSE,0.00304861937045414,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 65
Avg. tax rate (03-04 = 0): 0.3"
2008-09,65,0.186199728563063,,FALSE,-0.0168002714369374,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 65
Avg. tax rate (03-04 = 0): -1.68"
2009-10,65,0.180886712836459,,FALSE,-0.022113287163541,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 65
Avg. tax rate (03-04 = 0): -2.21"
2010-11,65,0.176888962301623,,FALSE,-0.0261110376983771,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 65
Avg. tax rate (03-04 = 0): -2.61"
2011-12,65,0.179423888700174,,FALSE,-0.0235761112998261,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 65
Avg. tax rate (03-04 = 0): -2.36"
2012-13,65,0.166913783473621,,FALSE,-0.0360862165263789,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 65
Avg. tax rate (03-04 = 0): -3.61"
2013-14,65,0.166921289983704,,FALSE,-0.0360787100162957,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 65
Avg. tax rate (03-04 = 0): -3.61"
2014-15,65,0.172472308375836,,FALSE,-0.0305276916241644,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 65
Avg. tax rate (03-04 = 0): -3.05"
2015-16,65,0.172133389816101,,FALSE,-0.0308666101838989,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 65
Avg. tax rate (03-04 = 0): -3.09"
2018-19,65,0.207,Baseline,FALSE,0.00399999999999998,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 65
Avg. tax rate (03-04 = 0): 0.4"
2018-19,65,0.199,Budget2018,FALSE,-0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 65
Avg. tax rate (03-04 = 0): -0.4"
2027-28,65,0.241,Baseline,FALSE,0.038,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 65
Avg. tax rate (03-04 = 0): 3.8"
2027-28,65,0.228,Budget2018,FALSE,0.025,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 65
Avg. tax rate (03-04 = 0): 2.5"
2003-04,66,0.23903786401609,,FALSE,0.0330378640160904,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 66
Avg. tax rate (03-04 = 0): 3.3"
2004-05,66,0.239064724943487,,FALSE,0.0330647249434871,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 66
Avg. tax rate (03-04 = 0): 3.31"
2005-06,66,0.232944673833055,,FALSE,0.0269446738330549,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 66
Avg. tax rate (03-04 = 0): 2.69"
